Phi[deg],Theta[deg],GainTotal
114,102,-4.42075
116,102,-4.39979
118,102,-4.38676
120,102,-4.38592
122,102,-4.40099
124,102,-4.4344
126,102,-4.48684
128,102,-4.55727
130,102,-4.64348
132,102,-4.74315
134,102,-4.8553
136,102,-4.98147
138,102,-5.12604
140,102,-5.29538
142,102,-5.49593
144,102,-5.73157
146,102,-6.00137
148,102,-6.29824
150,102,-6.60928
152,102,-6.91797
154,102,-7.2079
156,102,-7.46698
158,102,-7.69037
160,102,-7.88121
162,102,-8.04887
164,102,-8.20603
166,102,-8.3656
168,102,-8.53828
170,102,-8.73066
172,102,-8.9437
174,102,-9.17155
176,102,-9.40087
178,102,-9.61135
180,102,-9.7784
-180,104,-10.5541
-178,104,-10.674
-176,104,-10.7033
-174,104,-10.6349
-172,104,-10.475
-170,104,-10.2399
-168,104,-9.94987
-166,104,-9.62329
-164,104,-9.27351
-162,104,-8.90803
-160,104,-8.52988
-158,104,-8.13997
-156,104,-7.73957
-154,104,-7.33227
-152,104,-6.92474
-150,104,-6.5263
-148,104,-6.14726
-146,104,-5.7969
-144,104,-5.48137
-142,104,-5.20237
-140,104,-4.95677
-138,104,-4.73744
-136,104,-4.53517
-134,104,-4.34109
-132,104,-4.14912
-130,104,-3.95755
-128,104,-3.76934
-126,104,-3.59137
-124,104,-3.4329
-122,104,-3.30388
-120,104,-3.21323
-118,104,-3.16739
-116,104,-3.16915
-114,104,-3.21681
-112,104,-3.30383
-110,104,-3.41921
-108,104,-3.54868
-106,104,-3.67681
-104,104,-3.78951
-102,104,-3.87664
-100,104,-3.93348
-98,104,-3.96099
-96,104,-3.96447
-94,104,-3.95153
-92,104,-3.92995
-90,104,-3.90591
-88,104,-3.88304
-86,104,-3.86208
-84,104,-3.84115
-82,104,-3.81663
-80,104,-3.78442
-78,104,-3.74142
-76,104,-3.68681
-74,104,-3.62291
-72,104,-3.55505
-70,104,-3.4907
-68,104,-3.43812
-66,104,-3.40501
-64,104,-3.39742
-62,104,-3.4193
-60,104,-3.47231
-58,104,-3.55589
-56,104,-3.6673
-54,104,-3.80169
-52,104,-3.95258
-50,104,-4.11286
-48,104,-4.27671
-46,104,-4.44176
-44,104,-4.61062
-42,104,-4.79094
-40,104,-4.99355
-38,104,-5.22945
-36,104,-5.50675
-34,104,-5.82844
-32,104,-6.19149
-30,104,-6.58732
-28,104,-7.00336
-26,104,-7.42547
-24,104,-7.84062
-22,104,-8.2393
-20,104,-8.61696
-18,104,-8.97375
-16,104,-9.31274
-14,104,-9.63673
-12,104,-9.94482
-10,104,-10.2296
-8,104,-10.4761
-6,104,-10.6636
-4,104,-10.7707
-2,104,-10.7817
0,104,-10.6924
2,104,-10.5121
4,104,-10.2605
6,104,-9.96178
8,104,-9.63886
10,104,-9.30977
12,104,-8.98578
14,104,-8.67131
16,104,-8.36475
18,104,-8.06023
20,104,-7.75015
22,104,-7.42814
24,104,-7.09196
26,104,-6.74517
28,104,-6.39715
30,104,-6.06133
32,104,-5.75241
34,104,-5.4834
36,104,-5.26347
38,104,-5.09656
40,104,-4.98107
42,104,-4.91031
44,104,-4.87356
46,104,-4.85775
48,104,-4.84949
50,104,-4.83728
52,104,-4.81359
54,104,-4.77623
56,104,-4.72862
58,104,-4.67868
60,104,-4.63675
62,104,-4.61295
64,104,-4.61502
66,104,-4.64676
68,104,-4.70754
70,104,-4.79256
72,104,-4.89373
74,104,-5.00098
76,104,-5.10364
78,104,-5.19181
80,104,-5.25747
82,104,-5.2953
84,104,-5.30305
86,104,-5.28166
88,104,-5.23491
90,104,-5.16873
92,104,-5.09026
94,104,-5.00682
96,104,-4.9249
98,104,-4.84951
100,104,-4.78379
102,104,-4.72905
104,104,-4.68514
106,104,-4.65092
108,104,-4.62487
110,104,-4.60562
112,104,-4.5924
114,104,-4.58532
116,104,-4.58547
118,104,-4.59472
120,104,-4.6153
122,104,-4.64918
124,104,-4.69744
126,104,-4.75982
128,104,-4.83483
130,104,-4.92034
132,104,-5.01475
134,104,-5.1183
136,104,-5.23399
138,104,-5.36765
140,104,-5.52687
142,104,-5.71906
144,104,-5.94913
146,104,-6.21749
148,104,-6.51888
150,104,-6.84254
152,104,-7.17376
154,104,-7.49678
156,104,-7.79828
158,104,-8.07043
160,104,-8.31237
162,104,-8.52976
164,104,-8.73277
166,104,-8.93335
168,104,-9.14247
170,104,-9.36775
172,104,-9.61131
174,104,-9.86822
176,104,-10.1255
178,104,-10.3627
180,104,-10.5541
-180,106,-11.3501
-178,106,-11.4909
-176,106,-11.5341
-174,106,-11.4693
-172,106,-11.2994
-170,106,-11.0374
-168,106,-10.702
-166,106,-10.3115
-164,106,-9.88165
-162,106,-9.42475
-160,106,-8.95035
-158,106,-8.46694
-156,106,-7.98323
-154,106,-7.50887
-152,106,-7.05435
-150,106,-6.63007
-148,106,-6.24504
-146,106,-5.90541
-144,106,-5.61318
-142,106,-5.36558
-140,106,-5.15512
-138,106,-4.97073
-136,106,-4.79982
-134,106,-4.63093
-132,106,-4.45644
-130,106,-4.27428
-128,106,-4.0883
-126,106,-3.90716
-124,106,-3.74233
-122,106,-3.60586
-120,106,-3.50833
-118,106,-3.45723
-116,106,-3.45578
-114,106,-3.50224
-112,106,-3.58964
-110,106,-3.70629
-108,106,-3.83704
-106,106,-3.96544
-104,106,-4.07652
-102,106,-4.15954
-100,106,-4.20968
-98,106,-4.22826
-96,106,-4.22135
-94,106,-4.19742
-92,106,-4.16503
-90,106,-4.13098
-88,106,-4.09934
-86,106,-4.07116
-84,106,-4.04495
-82,106,-4.01746
-80,106,-3.98495
-78,106,-3.94452
-76,106,-3.89529
-74,106,-3.83907
-72,106,-3.78042
-70,106,-3.72594
-68,106,-3.6832
-66,106,-3.65955
-64,106,-3.66114
-62,106,-3.69217
-60,106,-3.75453
-58,106,-3.84755
-56,106,-3.96788
-54,106,-4.10975
-52,106,-4.26566
-50,106,-4.42786
-48,106,-4.59047
-46,106,-4.75167
-44,106,-4.915
-42,106,-5.08905
-40,106,-5.28541
-38,106,-5.51583
-36,106,-5.78937
-34,106,-6.11039
-32,106,-6.47776
-30,106,-6.88506
-28,106,-7.32161
-26,106,-7.77431
-24,106,-8.22965
-22,106,-8.67597
-20,106,-9.10503
-18,106,-9.51259
-16,106,-9.89763
-14,106,-10.2601
-12,106,-10.5981
-10,106,-10.905
-8,106,-11.1678
-6,106,-11.3683
-4,106,-11.486
-2,106,-11.5044
0,106,-11.4172
2,106,-11.231
4,106,-10.964
6,106,-10.6407
8,106,-10.2853
10,106,-9.91702
12,106,-9.54785
14,106,-9.1823
16,106,-8.81902
18,106,-8.45342
20,106,-8.08073
22,106,-7.69882
24,106,-7.30992
26,106,-6.92105
28,106,-6.54298
30,106,-6.18845
32,106,-5.87013
34,106,-5.59871
36,106,-5.38154
38,106,-5.22159
40,106,-5.11702
42,106,-5.06117
44,106,-5.04314
46,106,-5.04908
48,106,-5.06399
50,106,-5.07412
52,106,-5.06942
54,106,-5.04537
56,106,-5.00378
58,106,-4.95195
60,106,-4.90071
62,106,-4.86174
64,106,-4.84515
66,106,-4.85765
68,106,-4.90167
70,106,-4.97515
72,106,-5.07201
74,106,-5.18309
76,106,-5.29726
78,106,-5.40285
80,106,-5.48903
82,106,-5.54711
84,106,-5.57163
86,106,-5.56095
88,106,-5.51731
90,106,-5.44625
92,106,-5.35559
94,106,-5.25415
96,106,-5.15053
98,106,-5.05211
100,106,-4.96452
102,106,-4.89142
104,106,-4.83462
106,106,-4.79439
108,106,-4.76987
110,106,-4.75951
112,106,-4.76158
114,106,-4.77455
116,106,-4.79747
118,106,-4.82999
120,106,-4.8722
122,106,-4.92421
124,106,-4.98566
126,106,-5.05539
128,106,-5.13163
130,106,-5.21263
132,106,-5.29782
134,106,-5.38887
136,106,-5.49037
138,106,-5.60957
140,106,-5.75519
142,106,-5.93553
144,106,-6.15642
146,106,-6.41955
148,106,-6.72151
150,106,-7.05372
152,106,-7.40357
154,106,-7.75653
156,106,-8.0989
158,106,-8.4206
160,106,-8.71712
162,106,-8.99005
164,106,-9.2462
166,106,-9.49547
168,106,-9.74818
170,106,-10.0124
172,106,-10.2911
174,106,-10.5804
176,106,-10.868
178,106,-11.1334
180,106,-11.3501
-180,108,-12.1466
-178,108,-12.3071
-176,108,-12.3632
-174,108,-12.3007
-172,108,-12.1183
-170,108,-11.8256
-168,108,-11.4391
-166,108,-10.9783
-164,108,-10.4624
-162,108,-9.90996
-160,108,-9.33814
-158,108,-8.76324
-156,108,-8.20074
-154,108,-7.66516
-152,108,-7.16945
-150,108,-6.72423
-148,108,-6.33679
-146,108,-6.01023
-144,108,-5.74281
-142,108,-5.52773
-140,108,-5.35359
-138,108,-5.20563
-136,108,-5.06796
-134,108,-4.92651
-132,108,-4.77197
-130,108,-4.60176
-128,108,-4.42047
-126,108,-4.23839
-124,108,-4.06908
-122,108,-3.92659
-120,108,-3.82306
-118,108,-3.76694
-116,108,-3.76189
-114,108,-3.80613
-112,108,-3.89237
-110,108,-4.00834
-108,108,-4.13817
-106,108,-4.26459
-104,108,-4.37188
-102,108,-4.44876
-100,108,-4.49033
-98,108,-4.49826
-96,108,-4.47931
-94,108,-4.44283
-92,108,-4.3982
-90,108,-4.35291
-88,108,-4.31158
-86,108,-4.27582
-84,108,-4.2446
-82,108,-4.21519
-80,108,-4.18424
-78,108,-4.14898
-76,108,-4.10828
-74,108,-4.06323
-72,108,-4.0174
-70,108,-3.97632
-68,108,-3.94675
-66,108,-3.9356
-64,108,-3.94894
-62,108,-3.99115
-60,108,-4.06414
-58,108,-4.16695
-56,108,-4.29555
-54,108,-4.44323
-52,108,-4.6016
-50,108,-4.76251
-48,108,-4.92033
-46,108,-5.07405
-44,108,-5.22828
-42,108,-5.39256
-40,108,-5.57922
-38,108,-5.80063
-36,108,-6.06665
-34,108,-6.3829
-32,108,-6.74996
-30,108,-7.16338
-28,108,-7.61441
-26,108,-8.09117
-24,108,-8.58028
-22,108,-9.06857
-20,108,-9.54479
-18,108,-10.0006
-16,108,-10.4306
-14,108,-10.8314
-12,108,-11.1993
-10,108,-11.5282
-8,108,-11.8073
-6,108,-12.0206
-4,108,-12.1493
-2,108,-12.1762
0,108,-12.0923
2,108,-11.9014
4,108,-11.6202
6,108,-11.2732
8,108,-10.8859
10,108,-10.4791
12,108,-10.0653
14,108,-9.64959
16,108,-9.23141
18,108,-8.8082
20,108,-8.37856
22,108,-7.94451
24,108,-7.51204
26,108,-7.0904
28,108,-6.69065
30,108,-6.32414
32,108,-6.00126
34,108,-5.73048
36,108,-5.51752
38,108,-5.36459
40,108,-5.26979
42,108,-5.22672
44,108,-5.22469
46,108,-5.2495
48,108,-5.2851
50,108,-5.316
52,108,-5.32987
54,108,-5.31996
56,108,-5.28623
58,108,-5.23503
60,108,-5.17728
62,108,-5.12587
64,108,-5.09293
66,108,-5.0878
68,108,-5.11564
70,108,-5.17692
72,108,-5.2675
74,108,-5.3792
76,108,-5.50077
78,108,-5.61923
80,108,-5.72146
82,108,-5.79588
84,108,-5.83409
86,108,-5.83203
88,108,-5.79041
90,108,-5.71439
92,108,-5.61244
94,108,-5.49487
96,108,-5.37232
98,108,-5.25451
100,108,-5.14936
102,108,-5.06262
104,108,-4.99778
106,108,-4.95615
108,108,-4.93724
110,108,-4.93914
112,108,-4.95902
114,108,-4.9937
116,108,-5.04015
118,108,-5.09577
120,108,-5.15849
122,108,-5.22656
124,108,-5.29825
126,108,-5.37171
128,108,-5.44518
130,108,-5.51769
132,108,-5.58994
134,108,-5.66522
136,108,-5.74967
138,108,-5.8518
140,108,-5.98122
142,108,-6.14692
144,108,-6.35555
146,108,-6.60996
148,108,-6.90841
150,108,-7.24452
152,108,-7.60794
154,108,-7.9859
156,108,-8.3652
158,108,-8.73457
160,108,-9.08663
162,108,-9.41904
164,108,-9.73456
166,108,-10.0398
168,108,-10.3433
170,108,-10.6522
172,108,-10.9702
174,108,-11.2941
176,108,-11.6126
178,108,-11.9056
180,108,-12.1466
-180,110,-12.9207
-178,110,-13.0973
-176,110,-13.163
-174,110,-13.0999
-172,110,-12.902
-170,110,-12.5749
-168,110,-12.1334
-166,110,-11.5988
-164,110,-10.9956
-162,110,-10.3494
-160,110,-9.68531
-158,110,-9.02688
-156,110,-8.39503
-154,110,-7.80758
-152,110,-7.27872
-150,110,-6.81849
-148,110,-6.43227
-146,110,-6.12042
-144,110,-5.87798
-142,110,-5.69479
-140,110,-5.55609
-138,110,-5.4439
-136,110,-5.33942
-134,110,-5.22612
-132,110,-5.093
-130,110,-4.93688
-128,110,-4.76282
-126,110,-4.58251
-124,110,-4.41129
-122,110,-4.26493
-120,110,-4.15691
-118,110,-4.09651
-116,110,-4.08774
-114,110,-4.12881
-112,110,-4.21219
-110,110,-4.32524
-108,110,-4.45156
-106,110,-4.57338
-104,110,-4.67446
-102,110,-4.74319
-100,110,-4.77463
-98,110,-4.77076
-96,110,-4.73893
-94,110,-4.68922
-92,110,-4.63176
-90,110,-4.57475
-88,110,-4.52348
-86,110,-4.48018
-84,110,-4.44448
-82,110,-4.41424
-80,110,-4.38656
-78,110,-4.35876
-76,110,-4.32933
-74,110,-4.29857
-72,110,-4.26886
-70,110,-4.24455
-68,110,-4.23139
-66,110,-4.2357
-64,110,-4.26329
-62,110,-4.31844
-60,110,-4.40293
-58,110,-4.51535
-56,110,-4.65096
-54,110,-4.80219
-52,110,-4.96004
-50,110,-5.11625
-48,110,-5.2657
-46,110,-5.40841
-44,110,-5.5501
-42,110,-5.70121
-40,110,-5.8747
-38,110,-6.08343
-36,110,-6.33792
-34,110,-6.64485
-32,110,-7.00625
-30,110,-7.41946
-28,110,-7.87751
-26,110,-8.36989
-24,110,-8.88373
-22,110,-9.40518
-20,110,-9.92082
-18,110,-10.4189
-16,110,-10.8901
-14,110,-11.3273
-12,110,-11.7247
-10,110,-12.0759
-8,110,-12.3715
-6,110,-12.5977
-4,110,-12.7372
-2,110,-12.7722
0,110,-12.6916
2,110,-12.4964
4,110,-12.202
6,110,-11.8329
8,110,-11.4161
10,110,-10.9733
12,110,-10.5181
14,110,-10.0565
16,110,-9.58924
18,110,-9.11649
20,110,-8.64024
22,110,-8.166
24,110,-7.7023
26,110,-7.25932
28,110,-6.84741
30,110,-6.47604
32,110,-6.15333
34,110,-5.88574
36,110,-5.67765
38,110,-5.53077
40,110,-5.44336
42,110,-5.40959
44,110,-5.41928
46,110,-5.45846
48,110,-5.51069
50,110,-5.55934
52,110,-5.59036
54,110,-5.59493
56,110,-5.57107
58,110,-5.52378
60,110,-5.46358
62,110,-5.40394
64,110,-5.35851
66,110,-5.33868
68,110,-5.35198
70,110,-5.40109
72,110,-5.48365
74,110,-5.59257
76,110,-5.71681
78,110,-5.84262
80,110,-5.95522
82,110,-6.04079
84,110,-6.08848
86,110,-6.09214
88,110,-6.05112
90,110,-5.97021
92,110,-5.85851
94,110,-5.72771
96,110,-5.59031
98,110,-5.45807
100,110,-5.3409
102,110,-5.24625
104,110,-5.17885
106,110,-5.14074
108,110,-5.13151
110,110,-5.1487
112,110,-5.18831
114,110,-5.24547
116,110,-5.3151
118,110,-5.39238
120,110,-5.47312
122,110,-5.55382
124,110,-5.63164
126,110,-5.70439
128,110,-5.77078
130,110,-5.83097
132,110,-5.88724
134,110,-5.94447
136,110,-6.01017
138,110,-6.09379
140,110,-6.20555
142,110,-6.3549
144,110,-6.54907
146,110,-6.7919
148,110,-7.08318
150,110,-7.41859
152,110,-7.7901
154,110,-8.18704
156,110,-8.59756
158,110,-9.0103
160,110,-9.41609
162,110,-9.80925
164,110,-10.1883
166,110,-10.5555
168,110,-10.916
170,110,-11.2749
172,110,-11.6352
174,110,-11.9943
176,110,-12.3419
178,110,-12.6593
180,110,-12.9207
-180,112,-13.6498
-178,112,-13.8353
-176,112,-13.9044
-174,112,-13.8356
-172,112,-13.6181
-170,112,-13.2535
-168,112,-12.7556
-166,112,-12.1486
-164,112,-11.4628
-162,112,-10.7315
-160,112,-9.98702
-158,112,-9.25856
-156,112,-8.57084
-154,112,-7.94353
-152,112,-7.39099
-150,112,-6.92223
-148,112,-6.54076
-146,112,-6.24456
-144,112,-6.02608
-142,112,-5.8725
-140,112,-5.76642
-138,112,-5.68729
-136,112,-5.61393
-134,112,-5.52774
-132,112,-5.41626
-130,112,-5.27567
-128,112,-5.11125
-126,112,-4.93565
-124,112,-4.76554
-122,112,-4.618
-120,112,-4.50751
-118,112,-4.44395
-116,112,-4.43157
-114,112,-4.46859
-112,112,-4.54736
-110,112,-4.65505
-108,112,-4.7751
-106,112,-4.88958
-104,112,-4.98213
-102,112,-5.04107
-100,112,-5.06153
-98,112,-5.0457
-96,112,-5.00131
-94,112,-4.93892
-92,112,-4.86922
-90,112,-4.80104
-88,112,-4.74032
-86,112,-4.69002
-84,112,-4.6505
-82,112,-4.62034
-80,112,-4.59712
-78,112,-4.5783
-76,112,-4.56204
-74,112,-4.54778
-72,112,-4.53673
-70,112,-4.53194
-68,112,-4.53803
-66,112,-4.56046
-64,112,-4.60453
-62,112,-4.67412
-60,112,-4.77059
-58,112,-4.89198
-56,112,-5.03284
-54,112,-5.18496
-52,112,-5.33901
-50,112,-5.48698
-48,112,-5.62455
-46,112,-5.75287
-44,112,-5.87873
-42,112,-6.01338
-40,112,-6.17024
-38,112,-6.36254
-36,112,-6.60133
-34,112,-6.89411
-32,112,-7.24416
-30,112,-7.65033
-28,112,-8.10722
-26,112,-8.60568
-24,112,-9.13369
-22,112,-9.67735
-20,112,-10.2221
-18,112,-10.7538
-16,112,-11.26
-14,112,-11.7304
-12,112,-12.1564
-10,112,-12.5305
-8,112,-12.8437
-6,112,-13.0834
-4,112,-13.233
-2,112,-13.2745
0,112,-13.1954
2,112,-12.9951
4,112,-12.688
6,112,-12.2993
8,112,-11.8566
10,112,-11.3828
12,112,-10.8924
14,112,-10.3927
16,112,-9.88654
18,112,-9.37666
20,112,-8.86804
22,112,-8.36852
24,112,-7.88777
26,112,-7.4357
28,112,-7.02121
30,112,-6.6517
32,112,-6.33318
34,112,-6.07042
36,112,-5.86686
38,112,-5.72398
40,112,-5.64046
42,112,-5.61126
44,112,-5.62714
46,112,-5.67485
48,112,-5.73824
50,112,-5.80032
52,112,-5.84596
54,112,-5.86464
56,112,-5.85249
58,112,-5.81283
60,112,-5.75511
62,112,-5.69268
64,112,-5.63991
66,112,-5.60965
68,112,-5.61118
70,112,-5.64903
72,112,-5.72243
74,112,-5.82544
76,112,-5.94752
78,112,-6.07469
80,112,-6.19124
82,112,-6.28184
84,112,-6.33391
86,112,-6.3397
88,112,-6.29754
90,112,-6.21198
92,112,-6.09262
94,112,-5.95232
96,112,-5.80511
98,112,-5.66435
100,112,-5.54145
102,112,-5.44508
104,112,-5.38078
106,112,-5.35095
108,112,-5.35503
110,112,-5.38985
112,112,-5.45021
114,112,-5.52955
116,112,-5.62076
118,112,-5.71689
120,112,-5.8118
122,112,-5.90052
124,112,-5.9795
126,112,-6.0467
128,112,-6.10182
130,112,-6.14653
132,112,-6.1848
134,112,-6.22299
136,112,-6.26963
138,112,-6.33474
140,112,-6.42877
142,112,-6.56131
144,112,-6.73997
146,112,-6.96939
148,112,-7.25073
150,112,-7.58151
152,112,-7.95597
154,112,-8.36577
156,112,-8.80093
158,112,-9.25097
160,112,-9.70609
162,112,-10.1582
164,112,-10.6018
166,112,-11.0345
168,112,-11.4564
170,112,-11.8693
172,112,-12.2737
174,112,-12.6669
176,112,-13.0396
178,112,-13.3752
180,112,-13.6498
-180,114,-14.3154
-178,114,-14.4992
-176,114,-14.5619
-174,114,-14.4795
-172,114,-14.237
-170,114,-13.8328
-168,114,-13.2806
-166,114,-12.6079
-164,114,-11.8513
-162,114,-11.0503
-160,114,-10.2429
-158,114,-9.4621
-156,114,-8.73476
-154,114,-8.08113
-152,114,-7.5151
-150,114,-7.0444
-148,114,-6.67089
-146,114,-6.39063
-144,114,-6.19409
-142,114,-6.06648
-140,114,-5.98848
-138,114,-5.93775
-136,114,-5.89143
-134,114,-5.8295
-132,114,-5.73841
-130,114,-5.61378
-128,114,-5.46088
-126,114,-5.29284
-124,114,-5.12705
-122,114,-4.98132
-120,114,-4.87066
-118,114,-4.8053
-116,114,-4.78961
-114,114,-4.82181
-112,114,-4.89426
-110,114,-4.99422
-108,114,-5.10535
-106,114,-5.20999
-104,114,-5.29214
-102,114,-5.34039
-100,114,-5.35003
-98,114,-5.32332
-96,114,-5.26807
-94,114,-5.19494
-92,114,-5.1149
-90,114,-5.03716
-88,114,-4.96828
-86,114,-4.91193
-84,114,-4.86931
-82,114,-4.83975
-80,114,-4.82143
-78,114,-4.81207
-76,114,-4.8096
-74,114,-4.81278
-72,114,-4.82172
-70,114,-4.83821
-68,114,-4.8656
-66,114,-4.90826
-64,114,-4.97059
-62,114,-5.05572
-60,114,-5.16433
-58,114,-5.29372
-56,114,-5.4378
-54,114,-5.58796
-52,114,-5.7349
-50,114,-5.87118
-48,114,-5.99353
-46,114,-6.10428
-44,114,-6.21124
-42,114,-6.32629
-40,114,-6.46318
-38,114,-6.63538
-36,114,-6.85433
-34,114,-7.12819
-32,114,-7.46127
-30,114,-7.85364
-28,114,-8.30126
-26,114,-8.79631
-24,114,-9.32774
-22,114,-9.88216
-20,114,-10.4447
-18,114,-11.0002
-16,114,-11.5341
-14,114,-12.0333
-12,114,-12.487
-10,114,-12.8853
-8,114,-13.2182
-6,114,-13.4725
-4,114,-13.6314
-2,114,-13.6769
0,114,-13.5961
2,114,-13.3884
4,114,-13.0688
6,114,-12.6629
8,114,-12.1992
10,114,-11.7013
12,114,-11.1847
14,114,-10.6581
16,114,-10.1266
18,114,-9.59509
20,114,-9.07054
22,114,-8.5618
24,114,-8.07836
26,114,-7.6289
28,114,-7.22043
30,114,-6.85832
32,114,-6.54676
34,114,-6.28928
36,114,-6.08872
38,114,-5.94668
40,114,-5.8625
42,114,-5.8322
44,114,-5.84781
46,114,-5.89727
48,114,-5.96537
50,114,-6.03548
52,114,-6.09215
54,114,-6.12372
56,114,-6.12459
58,114,-6.09616
60,114,-6.04624
62,114,-5.98722
64,114,-5.93332
66,114,-5.89797
68,114,-5.89159
70,114,-5.92005
72,114,-5.98396
74,114,-6.0785
76,114,-6.19389
78,114,-6.31645
80,114,-6.43023
82,114,-6.51925
84,114,-6.57002
86,114,-6.5739
88,114,-6.52867
90,114,-6.43876
92,114,-6.31423
94,114,-6.16875
96,114,-6.01736
98,114,-5.87446
100,114,-5.75239
102,114,-5.66047
104,114,-5.60464
106,114,-5.58732
108,114,-5.60758
110,114,-5.66144
112,114,-5.74245
114,114,-5.84242
116,114,-5.95229
118,114,-6.06318
120,114,-6.16725
122,114,-6.25852
124,114,-6.33327
126,114,-6.39024
128,114,-6.43058
130,114,-6.45777
132,114,-6.47742
134,114,-6.4971
136,114,-6.52594
138,114,-6.57405
140,114,-6.65171
142,114,-6.76839
144,114,-6.93185
146,114,-7.14735
148,114,-7.41719
150,114,-7.74059
152,114,-8.11393
154,114,-8.53117
156,114,-8.98452
158,114,-9.46504
160,114,-9.96323
162,114,-10.4697
164,114,-10.9756
166,114,-11.4739
168,114,-11.959
170,114,-12.4274
172,114,-12.8761
174,114,-13.3007
176,114,-13.6927
178,114,-14.0379
180,114,-14.3154
-180,116,-14.907
-178,116,-15.0759
-176,116,-15.1195
-174,116,-15.0131
-172,116,-14.7392
-170,116,-14.2946
-168,116,-13.6938
-166,116,-12.9677
-164,116,-12.1575
-162,116,-11.3071
-160,116,-10.4579
-158,116,-9.64471
-156,116,-8.89514
-154,116,-8.22916
-152,116,-7.65976
-150,116,-7.19348
-148,116,-6.83072
-146,116,-6.5661
-144,116,-6.38865
-142,116,-6.28225
-140,116,-6.22638
-138,116,-6.19771
-136,116,-6.17253
-134,116,-6.13016
-132,116,-6.05658
-130,116,-5.94705
-128,116,-5.80668
-126,116,-5.64855
-124,116,-5.49007
-122,116,-5.34911
-120,116,-5.24072
-118,116,-5.17509
-116,116,-5.15657
-114,116,-5.18339
-112,116,-5.24808
-110,116,-5.33829
-108,116,-5.43829
-106,116,-5.53123
-104,116,-5.60191
-102,116,-5.63955
-100,116,-5.63966
-98,116,-5.60444
-96,116,-5.54133
-94,116,-5.46071
-92,116,-5.37336
-90,116,-5.28865
-88,116,-5.21356
-86,116,-5.15244
-84,116,-5.10732
-82,116,-5.07839
-80,116,-5.06454
-78,116,-5.06391
-76,116,-5.07444
-74,116,-5.09447
-72,116,-5.12325
-70,116,-5.16141
-68,116,-5.21099
-66,116,-5.27506
-64,116,-5.35676
-62,116,-5.45809
-60,116,-5.57867
-58,116,-5.71496
-56,116,-5.86026
-54,116,-6.00578
-52,116,-6.14259
-50,116,-6.26413
-48,116,-6.36836
-46,116,-6.45879
-44,116,-6.54416
-42,116,-6.63682
-40,116,-6.75076
-38,116,-6.89957
-36,116,-7.09497
-34,116,-7.34566
-32,116,-7.65674
-30,116,-8.02934
-28,116,-8.46061
-26,116,-8.9439
-24,116,-9.46933
-22,116,-10.0243
-20,116,-10.5946
-18,116,-11.1646
-16,116,-11.7191
-14,116,-12.2433
-12,116,-12.7238
-10,116,-13.1481
-8,116,-13.5032
-6,116,-13.7735
-4,116,-13.941
-2,116,-13.9874
0,116,-13.901
2,116,-13.6831
4,116,-13.3503
6,116,-12.9297
8,116,-12.4505
10,116,-11.9368
12,116,-11.4048
14,116,-10.8646
16,116,-10.323
18,116,-9.78633
20,116,-9.26235
22,116,-8.7596
24,116,-8.28632
26,116,-7.84933
28,116,-7.4536
30,116,-7.10262
32,116,-6.79915
34,116,-6.5459
36,116,-6.34554
38,116,-6.20011
40,116,-6.10988
42,116,-6.07219
44,116,-6.08055
46,116,-6.12453
48,116,-6.19034
50,116,-6.26245
52,116,-6.32573
54,116,-6.36806
56,116,-6.38242
58,116,-6.36824
60,116,-6.33121
62,116,-6.28194
64,116,-6.23358
66,116,-6.19924
68,116,-6.18964
70,116,-6.21149
72,116,-6.2664
74,116,-6.35064
76,116,-6.45538
78,116,-6.56769
80,116,-6.67211
82,116,-6.75286
84,116,-6.79647
86,116,-6.79424
88,116,-6.74393
90,116,-6.65012
92,116,-6.52313
94,116,-6.37702
96,116,-6.22727
98,116,-6.08864
100,116,-5.97373
102,116,-5.89203
104,116,-5.8494
106,116,-5.84799
108,116,-5.88631
110,116,-5.9595
112,116,-6.05986
114,116,-6.17763
116,116,-6.30201
118,116,-6.42245
120,116,-6.52991
122,116,-6.61794
124,116,-6.68335
126,116,-6.72621
128,116,-6.74954
130,116,-6.75869
132,116,-6.76073
134,116,-6.76402
136,116,-6.77782
138,116,-6.81187
140,116,-6.87593
142,116,-6.97909
144,116,-7.12904
146,116,-7.33151
148,116,-7.58977
150,116,-7.90456
152,116,-8.27419
154,116,-8.69484
156,116,-9.16093
158,116,-9.66534
160,116,-10.1996
162,116,-10.7537
164,116,-11.3167
166,116,-11.8771
168,116,-12.4237
170,116,-12.9467
172,116,-13.438
174,116,-13.89
176,116,-14.2943
178,116,-14.639
180,116,-14.907
-180,118,-15.4252
-178,118,-15.565
-176,118,-15.5757
-174,118,-15.4337
-172,118,-15.122
-170,118,-14.6377
-168,118,-13.9968
-166,118,-13.2326
-164,118,-12.3888
-162,118,-11.5112
-160,118,-10.6422
-158,118,-9.81674
-156,118,-9.06191
-154,118,-8.39687
-152,118,-7.8336
-150,118,-7.37745
-148,118,-7.0277
-146,118,-6.77785
-144,118,-6.61599
-142,118,-6.52519
-140,118,-6.48444
-138,118,-6.47015
-136,118,-6.45867
-134,118,-6.42953
-132,118,-6.36894
-130,118,-6.27221
-128,118,-6.14418
-126,118,-5.9974
-124,118,-5.84866
-122,118,-5.71514
-120,118,-5.61135
-118,118,-5.54709
-116,118,-5.52647
